detector,day,bin_low,bin_high,n,mean_predicted_q,observed_invalid_frac,gap,scenario
ewma_student_t,504,0.30000000000000004,0.4,734,0.3488178459574077,0.39509536784741145,-0.046277521890003726,student_t
ewma_student_t,504,0.4,0.5,691,0.4484503657869633,0.4573082489146165,-0.008857883127653232,student_t
ewma_student_t,504,0.5,0.6000000000000001,691,0.5511499685886518,0.48625180897250364,0.0648981596161482,student_t
ewma_student_t,504,0.6000000000000001,0.7000000000000001,712,0.650361836598236,0.6264044943820225,0.023957342216213484,student_t
ewma_student_t,504,0.7000000000000001,0.8,867,0.7518071272003475,0.7301038062283737,0.021703320971973805,student_t
ewma_student_t,504,0.8,0.9,1092,0.8525305990333609,0.8241758241758241,0.02835477485753679,student_t
ewma_student_t,504,0.9,1.0,1660,0.9531432766988783,0.944578313253012,0.008564963445866325,student_t
binary_gaussian,126,0.0,0.1,43,0.074309153461546,0.18604651162790697,-0.11173735816636098,stoch_vol
binary_gaussian,126,0.1,0.2,262,0.16205894643388216,0.2366412213740458,-0.07458227494016365,stoch_vol
binary_gaussian,126,0.2,0.30000000000000004,824,0.25734589341614805,0.2779126213592233,-0.020566727943075236,stoch_vol
binary_gaussian,126,0.30000000000000004,0.4,1613,0.35485204859506053,0.296342219466832,0.05850982912822855,stoch_vol
binary_gaussian,126,0.4,0.5,2275,0.45173286940857854,0.40175824175824176,0.04997462765033678,stoch_vol
binary_gaussian,126,0.5,0.6000000000000001,2245,0.5486595477785711,0.5915367483296213,-0.042877200551050265,stoch_vol
