scenario,sharpe_valid,method,true_state,day,n_paths,median_q,q10,q90,mean_q
gaussian_ctrl,0.6,ewma_trunc_student_t,valid,126,10000,0.47065142011448696,0.3111624319826,0.6407205465636815,0.4741886633485985
gaussian_ctrl,0.6,ewma_trunc_student_t,valid,252,10000,0.4429464797039383,0.23309755410251665,0.6802732408635356,0.45125795931896956
gaussian_ctrl,0.6,ewma_trunc_student_t,valid,504,10000,0.39782205229432444,0.1409049046094284,0.7185575212908829,0.4139622917352965
gaussian_ctrl,0.6,ewma_trunc_student_t,invalid,63,10000,0.514022011773811,0.39610731915403957,0.6313076026809127,0.5135913547336365
gaussian_ctrl,0.6,ewma_trunc_student_t,invalid,126,10000,0.5276663329479567,0.3632373953522073,0.6874178567873718,0.5264262657053
gaussian_ctrl,0.6,ewma_trunc_student_t,invalid,252,10000,0.5541016069669622,0.3221882286103445,0.7627932931120469,0.548002203239186
gaussian_ctrl,0.6,ewma_trunc_student_t,invalid,504,10000,0.6053790483623549,0.28471489658937044,0.8583560181530661,0.5867287537866192
sv_ctrl,1.0,binary_gaussian,valid,63,10000,0.46875506003732936,0.33022185997288644,0.6044848044220209,0.4696646681388151
sv_ctrl,1.0,binary_gaussian,valid,126,10000,0.4379516891294474,0.2523074978302612,0.6424691732563101,0.44304973587078456
sv_ctrl,1.0,binary_gaussian,valid,252,10000,0.372887674345706,0.14995279462037786,0.6706008087637066,0.3939769020715533
sv_ctrl,1.0,binary_gaussian,valid,504,10000,0.2652331258756971,0.056190637721439375,0.677921134993485,0.3189946722866678
sv_ctrl,1.0,binary_gaussian,invalid,63,10000,0.5316831663198992,0.38624027573299324,0.6673860784118748,0.5294867072973564
sv_ctrl,1.0,binary_gaussian,invalid,126,10000,0.5637618464717296,0.3546155039522998,0.7448363309642009,0.555407220810072
sv_ctrl,1.0,binary_gaussian,invalid,252,10000,0.6208127770429209,0.3316268252780209,0.8447005765504446,0.6019763490781679
sv_ctrl,1.0,binary_gaussian,invalid,504,10000,0.7293770462685331,0.3229395546507271,0.9377563157037858,0.6779321049791971
sv_ctrl,1.0,binary_student_t,valid,63,10000,0.45820463580474047,0.3027051732448623,0.6257069789096601,0.4619913236897825
sv_ctrl,1.0,binary_student_t,valid,126,10000,0.4188962177304463,0.21727944115087666,0.6552432579358176,0.42823428257992535
sv_ctrl,1.0,binary_student_t,valid,252,10000,0.3351099309876874,0.11788299679566032,0.673390596362452,0.36850376754862274
